r-ID	Equation in HC-ID	Equation with names	Reaction Category	dG	KEGG	Recon1	References
r2249	HC02185_s + HC00253_c + HC02200_c <=> HC02185_c + HC00253_s + HC02200_s	leukotriene-e4(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> leukotriene-e4(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2250	HC02185_s + HC00253_c + HC02201_c <=> HC02185_c + HC00253_s + HC02201_s	leukotriene-e4(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> leukotriene-e4(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2251	HC02186_s + HC00253_c + HC02199_c <=> HC02186_c + HC00253_s + HC02199_s	leukotriene-f4(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> leukotriene-f4(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2252	HC02186_s + HC00253_c + HC02200_c <=> HC02186_c + HC00253_s + HC02200_s	leukotriene-f4(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> leukotriene-f4(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2253	HC02186_s + HC00253_c + HC02201_c <=> HC02186_c + HC00253_s + HC02201_s	leukotriene-f4(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> leukotriene-f4(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2254	HC02188_s + HC00253_c + HC02199_c <=> HC02188_c + HC00253_s + HC02199_s	Bilirubin-monoglucuronoside(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> Bilirubin-monoglucuronoside(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2255	HC02188_s + HC00253_c + HC02200_c <=> HC02188_c + HC00253_s + HC02200_s	Bilirubin-monoglucuronoside(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> Bilirubin-monoglucuronoside(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2256	HC02188_s + HC00253_c + HC02201_c <=> HC02188_c + HC00253_s + HC02201_s	Bilirubin-monoglucuronoside(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> Bilirubin-monoglucuronoside(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2257	HC02202_s + HC00253_c + HC02199_c <=> HC02202_c + HC00253_s + HC02199_s	prostaglandin-a1(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-a1(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2258	HC02202_s + HC00253_c + HC02200_c <=> HC02202_c + HC00253_s + HC02200_s	prostaglandin-a1(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-a1(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2259	HC02202_s + HC00253_c + HC02201_c <=> HC02202_c + HC00253_s + HC02201_s	prostaglandin-a1(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-a1(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2260	HC02203_s + HC00253_c + HC02199_c <=> HC02203_c + HC00253_s + HC02199_s	prostaglandin-a2(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-a2(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2261	HC02203_s + HC00253_c + HC02200_c <=> HC02203_c + HC00253_s + HC02200_s	prostaglandin-a2(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-a2(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2262	HC02203_s + HC00253_c + HC02201_c <=> HC02203_c + HC00253_s + HC02201_s	prostaglandin-a2(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-a2(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2263	HC02204_s + HC00253_c + HC02199_c <=> HC02204_c + HC00253_s + HC02199_s	prostaglandin-b1(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-b1(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2264	HC02204_s + HC00253_c + HC02200_c <=> HC02204_c + HC00253_s + HC02200_s	prostaglandin-b1(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-b1(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2265	HC02204_s + HC00253_c + HC02201_c <=> HC02204_c + HC00253_s + HC02201_s	prostaglandin-b1(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-b1(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2266	HC02205_s + HC00253_c + HC02199_c <=> HC02205_c + HC00253_s + HC02199_s	prostaglandin-b2(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-b2(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2267	HC02205_s + HC00253_c + HC02200_c <=> HC02205_c + HC00253_s + HC02200_s	prostaglandin-b2(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-b2(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2268	HC02205_s + HC00253_c + HC02201_c <=> HC02205_c + HC00253_s + HC02201_s	prostaglandin-b2(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-b2(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2269	HC02206_s + HC00253_c + HC02199_c <=> HC02206_c + HC00253_s + HC02199_s	prostaglandin-c1(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-c1(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2270	HC02206_s + HC00253_c + HC02200_c <=> HC02206_c + HC00253_s + HC02200_s	prostaglandin-c1(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-c1(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2271	HC02206_s + HC00253_c + HC02201_c <=> HC02206_c + HC00253_s + HC02201_s	prostaglandin-c1(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-c1(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2272	HC02207_s + HC00253_c + HC02199_c <=> HC02207_c + HC00253_s + HC02199_s	prostaglandin-c2(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-c2(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2273	HC02207_s + HC00253_c + HC02200_c <=> HC02207_c + HC00253_s + HC02200_s	prostaglandin-c2(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-c2(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2274	HC02207_s + HC00253_c + HC02201_c <=> HC02207_c + HC00253_s + HC02201_s	prostaglandin-c2(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-c2(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2275	HC02208_s + HC00253_c + HC02199_c <=> HC02208_c + HC00253_s + HC02199_s	prostaglandin-d1(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-d1(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2276	HC02208_s + HC00253_c + HC02200_c <=> HC02208_c + HC00253_s + HC02200_s	prostaglandin-d1(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-d1(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2277	HC02208_s + HC00253_c + HC02201_c <=> HC02208_c + HC00253_s + HC02201_s	prostaglandin-d1(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-d1(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2278	HC02209_s + HC00253_c + HC02199_c <=> HC02209_c + HC00253_s + HC02199_s	prostaglandin-d2(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-d2(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2279	HC02209_s + HC00253_c + HC02200_c <=> HC02209_c + HC00253_s + HC02200_s	prostaglandin-d2(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-d2(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2280	HC02209_s + HC00253_c + HC02201_c <=> HC02209_c + HC00253_s + HC02201_s	prostaglandin-d2(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-d2(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2281	HC02210_s + HC00253_c + HC02199_c <=> HC02210_c + HC00253_s + HC02199_s	prostaglandin-d3(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-d3(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2282	HC02210_s + HC00253_c + HC02200_c <=> HC02210_c + HC00253_s + HC02200_s	prostaglandin-d3(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-d3(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2283	HC02210_s + HC00253_c + HC02201_c <=> HC02210_c + HC00253_s + HC02201_s	prostaglandin-d3(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-d3(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2284	HC02211_s + HC00253_c + HC02199_c <=> HC02211_c + HC00253_s + HC02199_s	prostaglandin-e1(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-e1(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2285	HC02211_s + HC00253_c + HC02200_c <=> HC02211_c + HC00253_s + HC02200_s	prostaglandin-e1(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-e1(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2286	HC02211_s + HC00253_c + HC02201_c <=> HC02211_c + HC00253_s + HC02201_s	prostaglandin-e1(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-e1(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2287	HC02213_s + HC00253_c + HC02199_c <=> HC02213_c + HC00253_s + HC02199_s	prostaglandin-e3(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-e3(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2288	HC02213_s + HC00253_c + HC02200_c <=> HC02213_c + HC00253_s + HC02200_s	prostaglandin-e3(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-e3(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2289	HC02213_s + HC00253_c + HC02201_c <=> HC02213_c + HC00253_s + HC02201_s	prostaglandin-e3(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-e3(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2290	HC02214_s + HC00253_c + HC02199_c <=> HC02214_c + HC00253_s + HC02199_s	prostaglandin-f1alpha(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-f1alpha(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2291	HC02214_s + HC00253_c + HC02200_c <=> HC02214_c + HC00253_s + HC02200_s	prostaglandin-f1alpha(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-f1alpha(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2292	HC02214_s + HC00253_c + HC02201_c <=> HC02214_c + HC00253_s + HC02201_s	prostaglandin-f1alpha(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-f1alpha(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2293	HC02215_s + HC00253_c + HC02199_c <=> HC02215_c + HC00253_s + HC02199_s	prostaglandin-f2alpha(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-f2alpha(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2294	HC02215_s + HC00253_c + HC02200_c <=> HC02215_c + HC00253_s + HC02200_s	prostaglandin-f2alpha(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-f2alpha(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2295	HC02215_s + HC00253_c + HC02201_c <=> HC02215_c + HC00253_s + HC02201_s	prostaglandin-f2alpha(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-f2alpha(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2296	HC02216_s + HC00253_c + HC02199_c <=> HC02216_c + HC00253_s + HC02199_s	prostaglandin-f2beta(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-f2beta(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2297	HC02216_s + HC00253_c + HC02200_c <=> HC02216_c + HC00253_s + HC02200_s	prostaglandin-f2beta(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-f2beta(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2298	HC02216_s + HC00253_c + HC02201_c <=> HC02216_c + HC00253_s + HC02201_s	prostaglandin-f2beta(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-f2beta(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2299	HC02217_s + HC00253_c + HC02199_c <=> HC02217_c + HC00253_s + HC02199_s	prostaglandin-g2(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-g2(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2300	HC02217_s + HC00253_c + HC02200_c <=> HC02217_c + HC00253_s + HC02200_s	prostaglandin-g2(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-g2(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2301	HC02217_s + HC00253_c + HC02201_c <=> HC02217_c + HC00253_s + HC02201_s	prostaglandin-g2(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-g2(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2302	HC02218_s + HC00253_c + HC02199_c <=> HC02218_c + HC00253_s + HC02199_s	prostaglandin-h2(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-h2(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2303	HC02218_s + HC00253_c + HC02200_c <=> HC02218_c + HC00253_s + HC02200_s	prostaglandin-h2(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-h2(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2304	HC02218_s + HC00253_c + HC02201_c <=> HC02218_c + HC00253_s + HC02201_s	prostaglandin-h2(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-h2(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2305	HC02219_s + HC00253_c + HC02199_c <=> HC02219_c + HC00253_s + HC02199_s	prostaglandin-i2(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-i2(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2306	HC02219_s + HC00253_c + HC02200_c <=> HC02219_c + HC00253_s + HC02200_s	prostaglandin-i2(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-i2(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2307	HC02219_s + HC00253_c + HC02201_c <=> HC02219_c + HC00253_s + HC02201_s	prostaglandin-i2(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-i2(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2308	HC00323_s + HC00253_c + HC00056_c <=> HC00323_c + HC00253_s + HC00056_s	Histamine(s) + HCO3-(c) + GSH(c) <=> Histamine(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113
r2309	HC00426_s + HC00253_c + HC00056_c <=> HC00426_c + HC00253_s + HC00056_s	Noradrenaline(s) + HCO3-(c) + GSH(c) <=> Noradrenaline(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113
r2310	HC00533_s + HC00253_c + HC00056_c <=> HC00533_c + HC00253_s + HC00056_s	Serotonin(s) + HCO3-(c) + GSH(c) <=> Serotonin(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113
r2311	HC00877_s + HC00253_c + HC00056_c <=> HC00877_c + HC00253_s + HC00056_s	Acetylcholine(s) + HCO3-(c) + GSH(c) <=> Acetylcholine(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113
r2312	HC01175_s + HC00253_c + HC00056_c <=> HC01175_c + HC00253_s + HC00056_s	Dopamine(s) + HCO3-(c) + GSH(c) <=> Dopamine(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113
r2313	HC00202_s + HC00253_c + HC00056_c <=> HC00202_c + HC00253_s + HC00056_s	Arachidonate(s) + HCO3-(c) + GSH(c) <=> Arachidonate(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2314	HC01664_s + HC00253_c + HC00056_c <=> HC01664_c + HC00253_s + HC00056_s	LTD4(s) + HCO3-(c) + GSH(c) <=> LTD4(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2315	HC02179_s + HC00253_c + HC00056_c <=> HC02179_c + HC00253_s + HC00056_s	20-hydroxy-arachidonate(s) + HCO3-(c) + GSH(c) <=> 20-hydroxy-arachidonate(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2316	HC02181_s + HC00253_c + HC00056_c <=> HC02181_c + HC00253_s + HC00056_s	leukotriene-a4(s) + HCO3-(c) + GSH(c) <=> leukotriene-a4(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2317	HC02182_s + HC00253_c + HC00056_c <=> HC02182_c + HC00253_s + HC00056_s	leukotriene-b4(s) + HCO3-(c) + GSH(c) <=> leukotriene-b4(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2318	HC02186_s + HC00253_c + HC00056_c <=> HC02186_c + HC00253_s + HC00056_s	leukotriene-f4(s) + HCO3-(c) + GSH(c) <=> leukotriene-f4(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2319	HC02202_s + HC00253_c + HC00056_c <=> HC02202_c + HC00253_s + HC00056_s	prostaglandin-a1(s) + HCO3-(c) + GSH(c) <=> prostaglandin-a1(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2320	HC02203_s + HC00253_c + HC00056_c <=> HC02203_c + HC00253_s + HC00056_s	prostaglandin-a2(s) + HCO3-(c) + GSH(c) <=> prostaglandin-a2(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2321	HC02204_s + HC00253_c + HC00056_c <=> HC02204_c + HC00253_s + HC00056_s	prostaglandin-b1(s) + HCO3-(c) + GSH(c) <=> prostaglandin-b1(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2322	HC02205_s + HC00253_c + HC00056_c <=> HC02205_c + HC00253_s + HC00056_s	prostaglandin-b2(s) + HCO3-(c) + GSH(c) <=> prostaglandin-b2(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2323	HC02206_s + HC00253_c + HC00056_c <=> HC02206_c + HC00253_s + HC00056_s	prostaglandin-c1(s) + HCO3-(c) + GSH(c) <=> prostaglandin-c1(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2324	HC02207_s + HC00253_c + HC00056_c <=> HC02207_c + HC00253_s + HC00056_s	prostaglandin-c2(s) + HCO3-(c) + GSH(c) <=> prostaglandin-c2(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2325	HC02208_s + HC00253_c + HC00056_c <=> HC02208_c + HC00253_s + HC00056_s	prostaglandin-d1(s) + HCO3-(c) + GSH(c) <=> prostaglandin-d1(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2326	HC02209_s + HC00253_c + HC00056_c <=> HC02209_c + HC00253_s + HC00056_s	prostaglandin-d2(s) + HCO3-(c) + GSH(c) <=> prostaglandin-d2(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2327	HC02210_s + HC00253_c + HC00056_c <=> HC02210_c + HC00253_s + HC00056_s	prostaglandin-d3(s) + HCO3-(c) + GSH(c) <=> prostaglandin-d3(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2328	HC02211_s + HC00253_c + HC00056_c <=> HC02211_c + HC00253_s + HC00056_s	prostaglandin-e1(s) + HCO3-(c) + GSH(c) <=> prostaglandin-e1(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2329	HC02213_s + HC00253_c + HC00056_c <=> HC02213_c + HC00253_s + HC00056_s	prostaglandin-e3(s) + HCO3-(c) + GSH(c) <=> prostaglandin-e3(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2330	HC02214_s + HC00253_c + HC00056_c <=> HC02214_c + HC00253_s + HC00056_s	prostaglandin-f1alpha(s) + HCO3-(c) + GSH(c) <=> prostaglandin-f1alpha(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2331	HC02215_s + HC00253_c + HC00056_c <=> HC02215_c + HC00253_s + HC00056_s	prostaglandin-f2alpha(s) + HCO3-(c) + GSH(c) <=> prostaglandin-f2alpha(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2332	HC02216_s + HC00253_c + HC00056_c <=> HC02216_c + HC00253_s + HC00056_s	prostaglandin-f2beta(s) + HCO3-(c) + GSH(c) <=> prostaglandin-f2beta(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2333	HC02217_s + HC00253_c + HC00056_c <=> HC02217_c + HC00253_s + HC00056_s	prostaglandin-g2(s) + HCO3-(c) + GSH(c) <=> prostaglandin-g2(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.2	0		 	PMID:11076394 PMID:11076396 PMID:14579113
